Mapping_ID,Zone,Node,Node_Label,Sub-entity,Source_Document,Standard,Requirement_ID,Requirement_Text_Original,Requirement_Domain,Subentity_Mapped_Count,Node_Total_Mapped_Req
N-0599,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1826,In scheduled control mode within the context of the AC_ChargeLoopRes the elements EVSETargetActivePower and EVSETargetReactivePower shall only be used by the SECC in situations where the technical requirements of the local grid code mandate such ad-hoc interference with the EV's power profile.,,200,278
N-0600,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1366,The SECC shall only send MinimumSOC that is less than or equal to TargetSOC.,,200,278
N-0601,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1210,"If the charging session is subject to metering and an AbsolutePriceSchedule with power specific pricing rules has been selected, then the SECC shall provide the EVSEPresentActivePower[_L2,_L3] measurements during the charging process. The values shall reflect the same quantities which are used by the SECC to determine the pricing.",,200,278
N-0602,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2661,The SECC shall only send MinimumSOC that is less than or equal to TargetSOC.,,200,278
N-0603,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1827,"In scheduled control mode, when the grid code only demands a specific reactive power behavior (e.g. resulting from a Q(U) rule, see IEEE 1547-2018 or other regional/national regulations), the SECC shall only send an EVSETargetReactivePower element without a corresponding EVSETargetActivePower element.",,200,278
N-0604,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2181,"During charging the SECC shall always respect the limits defined by EVMaximumChargePower, EVMaximumChargeCurrent, EVMaximumVoltage and EVMinimumVoltage.",,200,278
N-0605,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2182,"During discharging the SECC shall always respect the limits defined by EVMaximumDischargePower, EVMaximumDischargeCurrent, EVMaximumVoltage and EVMinimumVoltage.",,200,278
N-0606,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2185,"The SECC shall adjust the voltage on the EVSE side in such a way, that the reported EVPresentVoltage matches the requested EVTargetVoltage as rapidly and closely as technically possible.",,200,278
N-0607,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2187,"The SECC shall adjust the current on the EVSE side in such a way, that the reported EVSEPresentCurrent matches the requested EVTargetCurrent as rapidly and closely as technically possible.",,200,278
N-0608,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2188,"In its attempt to reach an EVTargetVoltage or EVTargetCurrent setpoint, the SECC shall never initiate an EVSE behavior which would violate any of the communicated and applicable limits (maximum and minimum values; for example, see",,200,278
N-0609,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1290,The SECC shall only send MinimumSOC that is less than or equal to TargetSOC.,,200,278
N-0610,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2662,The SECC shall only send a MinimumSOC that is less than or equal to TargetSOC.,,200,278
N-0611,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1464,SECC shall support dynamic and scheduled control mode for all supported energy transfer services.,,200,278
N-0612,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1931,"To indicate that SECC is capable of a ServiceRenegotiation, the SECC shall set the parameter ServiceRenegotiationSupported to ""True"" in the first ServiceDiscoveryRes message of the service session. To indicate that the SECC is not capable of ServiceRenegotiation, the SECC shall set the parameter ServiceRenegotiationSupported to ""False"" in the first ServiceDiscoveryRes message of the service session.",,200,278
N-0613,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1932,The SECC shall send the identical value for the parameter ServiceRenegotiationSupported for all ServiceDiscoveryRes messages throughout a service session. Service parameters for selected services General This subclause defines the service parameter list tables sent in ServiceDetailRes for each of the defined services.,,200,278
N-0614,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2663,"The SECC shall only offer MobilityNeedsMode equal to ""2"" when ControlMode is set to ""2"" (Dynamic). 8.4.3.2.2.1 AC BPT",,200,278
N-0615,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2664,"The SECC shall only offer MobilityNeedsMode equal to ""2"" when ControlMode is set to ""2"" (dynamic). DC service",,200,278
N-0616,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2665,"The SECC shall only offer MobilityNeedsMode equal to ""2"" when ControlMode is set to ""2"" (Dynamic). WPT service An EV and an EVSE that can employ WPT as an energy transfer mode, will support all WPT related services as listed in Table 204 indicated by their corresponding ServiceIDs. For each service, extra information can be exchanged and validated for compatibility during the ServiceDetailReq/Res messaging. 8.4.3.2.4.1 WPT_Charging For ServiceName ""WPT"" different service configurations can be su",,200,278
N-0617,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-5059,The SECC shall implement the ServiceParameterList for WPT service as defined in,,200,278
N-0618,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-430,"If the SECC supports additional protocol / port combinations beyond the definitions in Table 212, it shall use the service names and the assigned port numbers according according to IANA Service & Port Registry (i.e. the service name defined in IANA Service & Port Registry is transmitted as the ""Protocol"" and the port number defined in IANA Service & Port Registry is transmitted as ""Port"").",,200,278
N-0619,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-435,The SECC shall implement the SECC specific timeouts and performance times defined in Table 214 and Table 215.,,200,278
N-0620,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-441,"The SECC shall set the timeout V2G_SECC_Sequence_Timeout to the value as defined in Table 215, reset the V2G_SECC_Sequence_Timer and start monitoring the V2G_SECC_Sequence_Timer when it sends a response message.",,200,278
N-0621,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-442,The SECC shall wait for a request message.,,200,278
N-0622,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-443,The SECC shall stop waiting for a request message and stop monitoring the V2G_SECC_Sequence_Timer when V2G_SECC_Sequence_Timer is equal or larger than V2G_SECC_Sequence_Timeout and no request message was received. It shall then stop the V2G communication session.,,200,278
N-0623,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-444,The SECC shall stop waiting for a request message and stop monitoring the V2G_SECC_Sequence_Timer when V2G_SECC_Sequence_Timer is smaller than V2G_SECC_Sequence_Timeout and it received a request message. It shall then process the response message as defined in 8.6.,,200,278
N-0624,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-445,The SECC shall ignore any message that is not a valid request message. AC specific message sequence and session timing,,200,278
N-0625,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1500,The SECC shall implement the SECC specific AC timeouts and performance times defined in Table 216.,,200,278
N-0626,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1502,The SECC shall implement the SECC specific DC timeouts and performance times defined in Table 217.,,200,278
N-0627,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-5070,The SECC shall implement the SECC specific WPT timeouts and performance times defined in Table 218.,,200,278
N-0628,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-4021,The SECC shall implement the SECC specific ACDP timeouts and performance times defined in Table 219.,,200,278
N-0629,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-715,The SECC shall wait for the SessionSetupReq message.,,200,278
N-0630,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2300,The SECC shall stop waiting for SessionSetupReq and stop monitoring the V2G_SECC_CommunicationSetup_Timer when V2G_SECC_CommunicationSetup_Timer is smaller than V2G_SECC_CommunicationSetup_Performance_Time and a SessionSetupRes message was received. It shall then process the response message as defined in 8.6.,,200,278
N-0631,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-716,The SECC shall stop waiting for SessionSetupReq and stop monitoring the V2G_SECC_CommunicationSetup_Timer when V2G_SECC_CommunicationSetup_Timer is equal or larger than V2G_SECC_CommunicationSetup_Performance_Time and no SessionSetupRes message was sent. It shall then apply,,200,278
N-0632,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-712,"If the SECC sends a V2G response message with parameter EVSEProcessing equal to ""Ongoing"" for the first time in a response message it shall start the timer V2G_SECC_Ongoing_Timer.",,200,278
N-0633,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1632,"applies, the SECC shall be allowed to establish a new or resumed V2G communication session by applying",,200,278
N-0634,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1385,"The SECC shall enter standby, after having received PowerDeliveryReq with ChargeProgress set to ""Standby"", by sending a PowerDeliveryRes with ResponseCode is set to ""OK"" while V2G_SECC_Sequence_Timer is smaller than V2G_SECC_Sequence _Timeout.",,200,278
N-0635,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2118,"After sending a PowerDeliveryRes with ResponseCode equal to ""OK"" as a response to the previous PowerDeliveryReq message with ChargeProgress equal to ""Standby"", the SECC shall not process any elements in the ChargeLoopReq except MeterInfoRequested and DisplayParameters, until the next PowerDeliveryReq message with ChargeProgress set to ""Start"", ""Stop"", or ""Renegotiate"" is received.",,200,278
N-0636,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1386,"The SECC shall exit standby, after having received PowerDeliveryReq with ChargeProgress set to ""Start"", ""Stop"", or ""Renegotiate"", by sending a PowerDeliveryRes with ResponseCode set to ""OK"", while V2G_SECC_Sequence_Timer is smaller than V2G_SECC_Sequence_Timeout.",,200,278
N-0637,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-858,"After receiving a PowerDeliveryReq with parameter ChargeProgress equal to ""Start"" the SECC shall monitor the Contactor status and start the V2G_SECC_Msg_Performance_Timer.",,200,278
N-0638,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1317,"In case of High-level communication based energy transfer, the SECC shall not close the Contactor before receiving PowerDeliveryReq(ChargeProgress = Start).",,200,278
N-0639,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-860,"If no error is detected, the SECC shall close the Contactor no later than 3s after measuring CP State C or D.",,200,278
N-0640,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-861,"The SECC shall respond with PowerDeliveryRes containing ""ResponseCode = OK"" within V2G_SECC_Msg_Performance_Time according to Table 215, if the SECC measures a closed Contactor and",,200,278
N-0641,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-862,"The SECC shall respond with PowerDeliveryRes containing ""ResponseCode = FAILED_ContactorError"" if V2G_SECC_Msg_Timer is equal or larger than V2G_SECC_Msg_Performance of ""PowerDelivery"" according to Table 215 and SECC measures opened Contactor.",,200,278
N-0642,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-863,"After receiving a PowerDeliveryReq with parameter ChargeProgress equal to ""Stop"", the SECC shall monitor the Contactor status and start the V2G_SECC_Msg_Performance_Timer.",,200,278
N-0643,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-864,"The SECC shall respond with PowerDeliveryRes containing ""ResponseCode = OK"" within V2G_SECC_Msg_Performance_Time according to Table 215, if the SECC measures an open Contactor and",,200,278
N-0644,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1408,The SECC shall apply a CP duty cycle of 5% from start of data link setup until end of V2G communication session. The SECC waits for positive authorization and availability of energy before entering the charging loop.,,200,278
N-0645,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-916,"After receiving a DC_CableCheckReq message, the SECC shall monitor the CP State and start the V2G_SECC_Msg_Performance_Timer.",,200,278
N-0646,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-917,"The SECC shall respond with DC_CableCheckRes containing ""ResponseCode = OK"" within V2G_SECC_Msg_Performance_Time according to Table 215, if the SECC measures a CP State C or D.",,200,278
N-0647,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-918,"The SECC shall respond with DC_CableCheckRes containing ""ResponseCode = ""FAILED"" within V2G_SECC_Msg_Performance_Time according to Table 215, if the SECC measures no CP State C or D.",,200,278
N-0648,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-919,"After sending a PowerDeliveryRes message with parameter ResponseCode set to ""OK"" in response to a PowerDeliveryReq with parameter ChargeProgress set to ""Stop"", the SECC shall try to measure CP state B.",,200,278
N-0649,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-920,"After receiving a DC_WeldingDetectionReq message or a SessionStopReq message, the SECC shall wait for a maximum of V2G_SECC_Msg_Performance_Time to measure CP state B.",,200,278
N-0650,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-921,"After receiving a DC_WeldingDetectionReq message or a SessionStopReq message, the SECC shall send the corresponding response message with parameter ResponseCode set to ""OK"" within V2G_SECC_Msg_Performance_Time according to",,200,278
N-0651,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-736,"If the SECC sends a ResponseCode containing a value starting with FAILED all mandatory parameters shall be filled in with arbitrary XSD conform values. Additionally, all values shall be chosen in a way that results in a minimal size of the response message.",,200,278
N-0652,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2202,If the SECC sends a ResponseCode containing a value starting with WARNING all mandatory parameters shall be filled as defined for that particular WARNING response for that particular message.,,200,278
